<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
MSB,20211119,18.4615,19.3846,18.2308,18.9231,21606600
MSB,20211122,19.2308,20.2308,19.0769,20.1923,29139900
MSB,20211123,20.3077,20.6154,19.7692,20.3462,11098000
MSB,20211124,20.3847,21.6924,20.1924,21.6923,18292500
MSB,20211125,21.5385,21.6923,21.2308,21.3846,11173400
MSB,20211126,21.3846,21.5384,21.0000,21.3462,10632100
MSB,20211129,21.0000,21.2308,20.5385,20.9231,10077700
MSB,20211130,21.2308,21.3077,20.0000,20.0000,14855000
MSB,20211201,19.9231,20.7692,19.6538,20.7692,10364100
MSB,20211202,20.7692,20.7692,20.1538,20.1538,5148900
MSB,20211203,20.2692,20.4615,19.2307,19.2308,7588700
MSB,20211206,19.2308,19.4616,18.0000,18.4615,18680500
MSB,20211207,18.8461,18.9615,18.4230,18.8077,4953000
MSB,20211208,18.8077,19.6154,18.6154,19.1538,14039400
MSB,20211209,19.1538,19.2692,19.0384,19.1923,4608800
MSB,20211210,19.2308,19.4615,19.1538,19.2308,7901600
MSB,20211213,19.2308,19.2693,18.9231,18.9615,9748000
MSB,20211214,18.8461,19.6153,18.7692,19.0385,6940000
MSB,20211215,19.0000,19.5770,18.9231,19.3846,7001400
MSB,20211216,19.5384,19.9615,19.3461,19.8846,9098200
MSB,20211217,19.9231,20.1923,19.6923,20.1154,6534700
MSB,20211220,20.0000,20.1539,19.8077,20.1538,7162500
MSB,20211221,20.0000,20.3846,19.8461,20.3846,10647300
MSB,20211222,20.7308,20.8846,20.0769,20.5385,11308000
MSB,20211223,20.5385,20.6539,19.3462,20.2692,9154000
MSB,20211224,20.2307,20.8462,20.0000,20.8462,10502500
MSB,20211227,20.8462,21.1539,20.3847,21.0000,6668300
MSB,20211228,21.1923,21.2692,20.7692,21.1538,8129000
MSB,20211229,21.3846,21.5000,21.1153,21.4231,8929800
MSB,20211230,21.4231,21.9231,21.2693,21.9231,14673800
MSB,20211231,22.2308,22.3077,21.9231,22.3077,17747900
MSB,20220104,22.3077,22.3462,21.8462,21.8462,9008800
MSB,20220105,21.8462,21.9231,21.3077,21.3077,11076900
MSB,20220106,20.9231,21.4231,20.9231,21.2692,9183000
MSB,20220107,21.0769,21.3077,20.8461,20.8462,5665400
MSB,20220110,20.8462,21.1539,20.2692,20.2692,6945500
MSB,20220111,20.3846,20.7692,20.0769,20.4615,6528700
MSB,20220112,20.2307,21.5385,20.2307,21.5385,9864100
MSB,20220113,21.6923,22.0770,21.2308,21.5385,10938700
MSB,20220114,21.0770,21.5770,20.6154,20.6154,4069500
MSB,20220117,20.7692,21.0769,20.5769,20.6154,2830800
MSB,20220118,19.8462,20.0769,19.5000,19.5000,6090900
MSB,20220119,19.6154,20.0000,19.6154,20.0000,3684900
MSB,20220120,20.0000,20.3846,19.6538,20.1154,2046100
MSB,20220121,20.3846,20.7308,20.1539,20.5769,5430900
MSB,20220124,20.5769,20.6538,19.6923,19.9231,4352700
MSB,20220125,19.9231,20.7693,19.8462,20.7692,5218200
MSB,20220126,20.8461,21.2692,20.8077,21.1538,9153600
MSB,20220127,21.1538,21.1538,20.5384,20.9615,4176900
MSB,20220128,20.7692,21.1153,20.7692,20.8846,5011100
MSB,20220207,21.1538,21.1538,20.8846,21.0385,4829300
MSB,20220208,21.0385,21.6154,20.9616,21.4231,19892100
MSB,20220209,21.5385,21.5769,21.2308,21.3462,7803000
MSB,20220210,21.3462,21.3847,21.0000,21.1923,5966000
MSB,20220211,21.1538,21.4615,21.0000,21.1923,5409700
MSB,20220214,20.9231,21.4231,20.1538,20.1538,11732800
MSB,20220215,20.3076,20.6153,20.0769,20.5385,5663400
MSB,20220216,20.7308,20.7308,20.3077,20.6538,4518100
